Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
Cs2MoBiO3I3,1.60339,-1.42037,87.21409,30.00000,0.85000,0.78000,1.05137,0.37500,24.33811,0.05298,0.04575,0.07307,24.30125,0.05304,2401.00000,2372.00000,29.00000
Na2GeSbO3F3,2.18726,-2.24810,9.97938,30.00000,0.85000,0.54000,1.01094,0.41697,14.73081,0.05295,0.03937,0.08983,14.69113,0.05305,2403.00000,2367.00000,36.00000
Cs2MnGaSe3I3,1.17472,-1.19306,87.25170,30.00000,0.84953,0.11000,1.03112,0.30263,24.50758,0.05304,0.04553,0.34956,24.46808,0.05307,2404.00000,2374.00000,30.00000
Cs2SnCrS3I3,1.36015,-1.15377,95.32901,30.00000,0.85000,0.08000,1.03189,0.32302,25.40903,0.05306,0.04637,0.08773,25.35458,0.05310,2405.00000,2377.00000,28.00000
Cs2SnGeCl3I3,1.38562,-1.34107,95.79808,30.00000,0.80700,0.50000,1.05052,0.30424,24.07231,0.05505,0.04791,0.08606,25.34819,0.05312,2406.00000,2512.00000,-106.00000
Cs2SbZnS3I3,1.48538,-1.06061,93.66041,30.00000,0.85000,0.08000,1.02517,0.33168,25.13884,0.05305,0.04630,0.07400,25.10598,0.05313,2407.00000,2376.00000,31.00000
K2GeFeCl3I3,0.92028,-1.28989,5.27803,30.00000,0.80150,0.50000,0.99418,0.29302,13.23515,0.05544,0.03571,0.52056,14.08235,0.05314,2408.00000,2535.00000,-127.00000
Cs2GeZnBr3I3,1.17891,-1.32657,88.28519,30.00000,0.83379,0.30000,1.03136,0.30529,24.08164,0.05384,0.04618,0.33709,24.59426,0.05315,2409.00000,2435.00000,-26.00000
Cs2SnVS3I3,1.34945,-1.23078,95.45955,30.00000,0.85000,0.08000,1.04657,0.30446,25.40590,0.05310,0.04638,0.09075,25.31949,0.05316,2410.00000,2380.00000,30.00000
Cs2SnMnCl3I3,1.27553,-1.40310,93.97200,30.00000,0.84647,0.50000,1.02792,0.33292,25.10009,0.05327,0.04637,0.13167,25.18840,0.05317,2411.00000,2391.00000,20.00000
Cs2AgGaCl3I3,1.35686,-1.38176,95.95522,30.00000,0.85000,0.50000,0.98463,0.39152,25.41034,0.05318,0.04645,0.08885,25.38441,0.05318,2412.00000,2383.00000,29.00000
Cs2TiCrSe3I3,1.17724,-1.37062,88.62533,30.00000,0.83359,0.11000,1.03971,0.29187,24.06235,0.05394,0.04625,0.34569,24.56229,0.05319,2413.00000,2443.00000,-30.00000
K2GeMoO6,2.19250,-2.07927,10.09711,30.00000,0.85000,0.00000,1.09674,0.40000,14.63964,0.05321,0.03948,0.09063,14.65315,0.05324,2414.00000,2386.00000,28.00000
Rb2WGaO3Cl3,2.07411,-1.87787,28.10907,30.00000,0.85000,0.28000,1.06146,0.38006,16.75268,0.05334,0.04079,0.08580,16.77872,0.05326,2415.00000,2396.00000,19.00000
Cs2MnInS3I3,1.32138,-1.15885,96.26065,30.00000,0.85000,0.08000,1.00555,0.35767,25.34282,0.05332,0.04653,0.10217,25.33715,0.05331,2416.00000,2394.00000,22.00000
Cs2NbCuS3I3,1.38151,-1.15973,96.84979,30.00000,0.85000,0.08000,1.01949,0.33911,25.39086,0.05330,0.04658,0.08337,25.33579,0.05331,2416.00000,2393.00000,23.00000
Rb2SnNbO3Cl3,2.06529,-2.22413,28.82540,30.00000,0.85000,0.28000,1.03574,0.41433,16.91441,0.05319,0.04078,0.08516,16.87031,0.05332,2418.00000,2385.00000,33.00000
Rb2MnGaO3F3,1.98867,-2.47058,40.49149,30.00000,0.85000,0.54000,1.09401,0.46679,18.31149,0.05322,0.04170,0.08245,18.28450,0.05332,2418.00000,2387.00000,31.00000
Cs2SnCrSe3I3,1.11783,-1.12397,82.70001,30.00000,0.85000,0.11000,1.02360,0.31220,23.73698,0.05336,0.04505,0.69878,23.73637,0.05334,2420.00000,2399.00000,21.00000
Cs2NbSbSe6,1.20099,-1.04446,91.24876,30.00000,0.85000,0.00000,1.04978,0.31313,24.75776,0.05334,0.04601,0.26340,24.78025,0.05335,2421.00000,2395.00000,26.00000
Cs2SnNbS3I3,1.57634,-1.23387,91.28132,30.00000,0.85000,0.08000,1.02708,0.32921,24.57351,0.05337,0.04623,0.07366,24.56616,0.05339,2422.00000,2400.00000,22.00000
Cs2MnSbCl3I3,1.23470,-1.41969,93.68508,30.00000,0.81631,0.50000,1.04552,0.31047,23.97652,0.05490,0.04743,0.18893,25.00537,0.05340,2423.00000,2502.00000,-79.00000
Cs2ZrGaSe3Br3,1.34811,-1.69449,97.10261,30.00000,0.85000,0.41000,1.03120,0.34010,25.40341,0.05339,0.04661,0.09177,25.35270,0.05341,2424.00000,2402.00000,22.00000
Cs2GeSbSe3Br3,1.46265,-1.11300,96.41744,30.00000,0.78326,0.41000,1.07391,0.28680,23.18621,0.05650,0.04905,0.08067,25.21013,0.05343,2425.00000,2598.00000,-173.00000
Cs2TaZnO3I3,1.55412,-1.97099,92.85602,30.00000,0.85000,0.78000,1.04504,0.38333,24.75009,0.05345,0.04638,0.07370,24.75548,0.05344,2426.00000,2403.00000,23.00000
Cs2BiAgI6,1.03387,-1.07502,66.06639,30.00000,0.85000,0.00000,0.94435,0.38864,21.50332,0.05353,0.04305,0.74053,21.54259,0.05345,2427.00000,2410.00000,17.00000
Rb2GeWO3S3,2.04792,-1.61984,32.96930,30.00000,0.80666,0.86000,1.08089,0.34877,16.35489,0.05552,0.04247,0.08925,17.27677,0.05347,2428.00000,2539.00000,-111.00000
Rb2NbZnO3F3,2.02820,-2.71816,35.56322,30.00000,0.85000,0.54000,1.06325,0.50923,17.58985,0.05348,0.04140,0.08430,17.59098,0.05348,2429.00000,2407.00000,22.00000
Cs2MoFeS3I3,1.42623,-1.10531,97.37209,30.00000,0.85000,0.08000,1.04558,0.30569,25.33118,0.05346,0.04670,0.07781,25.26818,0.05353,2430.00000,2405.00000,25.00000
K2ZrSbO3F3,2.26739,-2.75422,0.21256,30.00000,0.85000,0.54000,1.05101,0.48708,13.34295,0.05346,0.03894,0.09525,13.30417,0.05353,2430.00000,2406.00000,24.00000
Cs2ZrFeS3I3,1.36728,-1.38140,97.83791,30.00000,0.85000,0.08000,1.02043,0.33787,25.40473,0.05348,0.04672,0.08681,25.35656,0.05355,2432.00000,2409.00000,23.00000
Cs2CrWSe6,1.16281,-1.16580,89.22661,30.00000,0.85000,0.00000,1.05485,0.30682,24.39292,0.05356,0.04584,0.40917,24.36820,0.05357,2433.00000,2412.00000,21.00000
Cs2MoGaSe3Br3,1.27479,-1.35368,96.64757,30.00000,0.81701,0.41000,1.05723,0.30711,24.19417,0.05506,0.04778,0.13800,25.24154,0.05357,2433.00000,2513.00000,-80.00000
Cs2TiInSe3Br3,1.28802,-1.67603,96.87598,30.00000,0.85000,0.41000,1.01866,0.35660,25.25060,0.05359,0.04665,0.12223,25.19532,0.05359,2435.00000,2414.00000,21.00000
Cs2GeVSe3I3,1.17125,-1.16582,89.91828,30.00000,0.77138,0.11000,1.06941,0.25598,22.12879,0.05730,0.04872,0.39110,24.49179,0.05359,2435.00000,2659.00000,-224.00000
Cs2CrMoS3I3,1.40693,-1.18550,97.79713,30.00000,0.84110,0.08000,1.05156,0.29827,25.09806,0.05387,0.04703,0.08051,25.30594,0.05360,2437.00000,2439.00000,-2.00000
Cs2SnGaSe3Br3,1.54637,-1.24102,94.25373,30.00000,0.85000,0.41000,1.03709,0.33249,24.80231,0.05361,0.04655,0.07400,24.79658,0.05362,2438.00000,2416.00000,22.00000
Cs2NbZnSe3Br3,1.25567,-1.45788,96.50364,30.00000,0.85000,0.41000,1.02344,0.35025,25.11195,0.05371,0.04664,0.15364,25.14218,0.05363,2439.00000,2423.00000,16.00000
Cs2MnBiSe3I3,1.06933,-1.09824,76.00959,30.00000,0.85000,0.11000,1.00527,0.33612,22.66263,0.05365,0.04430,0.76072,22.66885,0.05363,2439.00000,2420.00000,19.00000
Cs2ZrCrS3I3,1.41475,-1.44328,98.26723,30.00000,0.85000,0.08000,1.02613,0.33045,25.36160,0.05357,0.04681,0.07906,25.29374,0.05363,2439.00000,2413.00000,26.00000
K2TiSbO3Cl3,2.26794,-2.07730,0.16988,30.00000,0.85000,0.28000,1.03944,0.37539,13.33360,0.05348,0.03894,0.09532,13.28352,0.05364,2442.00000,2408.00000,34.00000
Rb2MoBiO3F3,2.09026,-2.28653,26.74534,30.00000,0.85000,0.54000,1.07111,0.49815,16.45751,0.05362,0.04080,0.08699,16.46862,0.05365,2443.00000,2418.00000,25.00000
Cs2SnNbSe3Br3,1.18098,-1.44896,91.14759,30.00000,0.85000,0.41000,1.03315,0.33756,24.59052,0.05360,0.04605,0.32978,24.53873,0.05369,2444.00000,2415.00000,29.00000
Cs2GeInSe3Br3,1.47274,-1.24902,97.93587,30.00000,0.85000,0.41000,1.03315,0.33756,25.18402,0.05372,0.04687,0.07553,25.17935,0.05372,2445.00000,2424.00000,21.00000
Cs2TiSbSe3Br3,1.24302,-1.48128,95.32437,30.00000,0.81503,0.41000,1.05826,0.30584,23.98657,0.05518,0.04770,0.17615,24.98336,0.05374,2446.00000,2518.00000,-72.00000
Cs2SnFeF3I3,1.39188,-1.95068,99.15748,30.00000,0.79879,1.32000,1.06103,0.38034,23.80856,0.05606,0.04873,0.08672,25.39046,0.05374,2446.00000,2565.00000,-119.00000
Cs2NbMnS3I3,1.45850,-1.26343,97.77875,30.00000,0.85000,0.08000,1.03576,0.31807,25.22259,0.05362,0.04682,0.07601,25.19124,0.05375,2448.00000,2417.00000,31.00000
Rb2GeTaO3F3,2.03311,-2.68420,36.11351,30.00000,0.85000,0.54000,1.12080,0.43173,17.49948,0.05380,0.04155,0.08507,17.47582,0.05375,2448.00000,2431.00000,17.00000
Cs2CrAgS3I3,1.29994,-1.12334,98.02257,30.00000,0.85000,0.08000,0.98402,0.38738,25.28745,0.05373,0.04681,0.11464,25.30941,0.05376,2450.00000,2425.00000,25.00000
Cs2TaMnS3I3,1.63167,-1.27094,89.28106,30.00000,0.85000,0.08000,1.03576,0.31807,24.05084,0.05377,0.04617,0.07451,24.02539,0.05376,2450.00000,2428.00000,22.00000
Cs2SbZnO3I3,1.45078,-1.34476,98.77409,30.00000,0.84909,0.78000,1.05350,0.37222,25.22459,0.05379,0.04698,0.07685,25.27316,0.05377,2452.00000,2429.00000,23.00000
Rb2SnMoO6,2.06017,-2.08165,32.18251,30.00000,0.85000,0.00000,1.08146,0.45714,17.00728,0.05384,0.04127,0.08619,17.03616,0.05378,2453.00000,2437.00000,16.00000
Cs2MnZnCl3I3,1.36683,-1.52183,99.66905,30.00000,0.85000,0.50000,1.01839,0.34539,25.40410,0.05380,0.04698,0.08751,25.39693,0.05378,2453.00000,2430.00000,23.00000
Rb2WFeO3F3,2.07280,-2.53444,29.96912,30.00000,0.85000,0.54000,1.09955,0.45941,16.77687,0.05377,0.04109,0.08655,16.79843,0.05379,2455.00000,2427.00000,28.00000
Cs2FeSbO3I3,1.39836,-1.34287,99.85537,30.00000,0.81539,0.78000,1.07416,0.34583,24.31202,0.05539,0.04824,0.08438,25.35403,0.05381,2456.00000,2531.00000,-75.00000
Cs2SnZnBr3I3,1.09285,-1.32609,81.35271,30.00000,0.85000,0.30000,1.00184,0.34375,23.26035,0.05380,0.04496,0.76279,23.23873,0.05381,2456.00000,2432.00000,24.00000
Cs2TiSbS3I3,1.54382,-1.33967,95.46281,30.00000,0.84110,0.08000,1.05156,0.29827,24.55618,0.05419,0.04701,0.07487,24.77554,0.05382,2458.00000,2459.00000,-1.00000
Cs2NbFeSe3Br3,1.26909,-1.41997,97.53746,30.00000,0.84458,0.41000,1.04205,0.32614,25.01464,0.05401,0.04695,0.14011,25.17569,0.05382,2458.00000,2446.00000,12.00000
Cs2MnSbF3I3,1.46070,-2.04798,98.93961,30.00000,0.76628,1.32000,1.08111,0.35470,22.67805,0.05785,0.05011,0.08309,25.23394,0.05383,2460.00000,2683.00000,-223.00000
Cs2NbMnSe3Br3,1.27319,-1.52804,97.63775,30.00000,0.84458,0.41000,1.04205,0.32614,25.02946,0.05400,0.04696,0.13615,25.19671,0.05383,2460.00000,2445.00000,15.00000
Cs2MoSbO3I3,1.55338,-1.41860,95.53574,30.00000,0.79245,0.78000,1.08649,0.33056,23.04360,0.05657,0.04881,0.07877,24.73736,0.05384,2462.00000,2605.00000,-143.00000
Cs2MoInS3I3,1.60139,-1.13588,92.18666,30.00000,0.85000,0.08000,1.01573,0.34406,24.35676,0.05384,0.04646,0.07439,24.35758,0.05385,2463.00000,2436.00000,27.00000
Cs2MoAgO3I3,1.47100,-1.36304,98.54676,30.00000,0.85000,0.78000,1.01251,0.42778,25.18736,0.05382,0.04696,0.07578,25.13100,0.05389,2464.00000,2433.00000,31.00000
Cs2AgGaI6,1.05805,-1.15847,74.32326,30.00000,0.85000,0.00000,0.96650,0.35682,22.32666,0.05383,0.04412,0.76207,22.36017,0.05389,2464.00000,2434.00000,30.00000
Cs2MoFeSe3Br3,1.25111,-1.25482,97.23157,30.00000,0.82663,0.41000,1.05212,0.31345,24.37871,0.05491,0.04755,0.16353,25.07844,0.05390,2466.00000,2504.00000,-38.00000
Cs2MnSbO3I3,1.40924,-1.46228,99.96026,30.00000,0.81539,0.78000,1.07416,0.34583,24.30098,0.05542,0.04825,0.08307,25.31682,0.05392,2467.00000,2533.00000,-66.00000
Rb2SnMoO3S3,2.07938,-1.75791,29.26496,30.00000,0.85000,0.86000,1.04502,0.39506,16.65714,0.05385,0.04106,0.08696,16.61746,0.05394,2468.00000,2438.00000,30.00000
Cs2GeSbS3I3,1.53316,-0.98471,96.55185,30.00000,0.81008,0.08000,1.06681,0.27970,23.69498,0.05571,0.04824,0.07736,24.79571,0.05399,2469.00000,2546.00000,-77.00000
Rb2ZrGaO3Cl3,2.05685,-2.33778,33.39443,30.00000,0.85000,0.28000,1.03346,0.41745,17.06875,0.05402,0.04142,0.08641,17.06293,0.05400,2470.00000,2447.00000,23.00000
Rb2ZrFeO3F3,2.03337,-2.76286,36.45196,30.00000,0.85000,0.54000,1.06717,0.50369,17.49456,0.05389,0.04161,0.08525,17.45217,0.05400,2470.00000,2441.00000,29.00000
Cs2SnSbO3I3,1.59550,-1.34195,93.17962,30.00000,0.83227,0.78000,1.06428,0.35833,23.89322,0.05474,0.04719,0.07581,24.39323,0.05403,2472.00000,2489.00000,-17.00000
Cs2ZrFeSe3Br3,1.24628,-1.60627,97.69681,30.00000,0.85000,0.41000,1.02634,0.34645,25.06896,0.05399,0.04683,0.16677,25.01911,0.05404,2473.00000,2444.00000,29.00000
Rb2TaSbO6,2.09005,-2.58574,27.71708,30.00000,0.85000,0.00000,1.09216,0.44286,16.46144,0.05387,0.04096,0.08744,16.36178,0.05405,2474.00000,2440.00000,34.00000
Cs2VZnS3I3,1.38564,-1.21144,101.34280,30.00000,0.85000,0.08000,1.03674,0.31683,25.39386,0.05407,0.04722,0.08411,25.36518,0.05406,2475.00000,2451.00000,24.00000
Cs2NbFeS3I3,1.52596,-1.23332,97.67836,30.00000,0.85000,0.08000,1.03576,0.31807,24.93749,0.05403,0.04698,0.07471,24.89186,0.05406,2475.00000,2448.00000,27.00000
Cs2SnInS3I3,1.64177,-1.06985,90.00822,30.00000,0.85000,0.08000,0.99737,0.36881,23.95378,0.05406,0.04633,0.07513,23.91500,0.05406,2475.00000,2449.00000,26.00000
Cs2MnCuCl3I3,1.28653,-1.36506,99.88850,30.00000,0.85000,0.50000,1.02028,0.34289,25.24430,0.05411,0.04709,0.12494,25.23869,0.05411,2478.00000,2453.00000,25.00000
Cs2GeCrSe3I3,1.13707,-1.09785,89.80579,30.00000,0.80427,0.11000,1.05435,0.27392,22.71109,0.05635,0.04758,0.58164,24.04883,0.05412,2479.00000,2585.00000,-106.00000
Cs2CrMoSe3Br3,1.22298,-1.32388,97.65615,30.00000,0.81503,0.41000,1.05826,0.30584,23.85860,0.05582,0.04810,0.21782,24.98078,0.05412,2479.00000,2552.00000,-73.00000
Cs2TaMnO3I3,1.59699,-2.03313,93.90013,30.00000,0.83048,0.78000,1.06536,0.35694,23.82801,0.05497,0.04736,0.07618,24.37925,0.05413,2481.00000,2508.00000,-27.00000
Cs2MoWS3Se3,1.51070,-1.11823,99.00543,30.00000,0.85000,0.03000,1.06983,0.31152,25.01223,0.05414,0.04715,0.07504,25.00508,0.05415,2482.00000,2456.00000,26.00000
Cs2VCuS3I3,1.41665,-1.16824,101.56951,30.00000,0.85000,0.08000,1.03869,0.31436,25.35994,0.05414,0.04729,0.07982,25.34737,0.05415,2482.00000,2455.00000,27.00000
Cs2FeMnSe3I3,1.12160,-1.16412,87.64580,30.00000,0.85000,0.11000,1.02640,0.30861,23.79905,0.05417,0.04575,0.68017,23.80581,0.05419,2484.00000,2458.00000,26.00000
K2GeFeS3Br3,0.91687,-1.20664,6.28681,30.00000,0.83390,0.38000,1.00629,0.30921,13.49619,0.05499,0.03519,0.52526,13.79424,0.05420,2485.00000,2509.00000,-24.00000
Cs2SnFeO3I3,1.49592,-1.29892,100.18291,30.00000,0.84750,0.78000,1.05457,0.37083,25.00536,0.05435,0.04734,0.07580,25.09299,0.05420,2485.00000,2471.00000,14.00000
Cs2MnGaS3I3,1.30989,-1.16047,101.28937,30.00000,0.85000,0.08000,1.03967,0.31312,25.32253,0.05422,0.04726,0.11021,25.29600,0.05422,2487.00000,2462.00000,25.00000
Rb2GeZnO3S3,2.00674,-1.66450,41.47446,30.00000,0.85000,0.86000,1.04733,0.39198,17.98143,0.05410,0.04209,0.08469,17.91599,0.05424,2488.00000,2452.00000,36.00000
Cs2AgGaF3I3,1.45424,-1.97329,101.33160,30.00000,0.85000,1.32000,1.01194,0.44729,25.24037,0.05421,0.04732,0.07727,25.21161,0.05425,2489.00000,2460.00000,29.00000
Cs2WAgS3I3,1.69827,-1.08267,85.57553,30.00000,0.85000,0.08000,0.98666,0.38366,23.26175,0.05421,0.04600,0.07636,23.21291,0.05426,2490.00000,2461.00000,29.00000
Cs2TaCuSe3Cl3,1.41667,-1.43007,102.17797,30.00000,0.85000,0.61000,1.03462,0.36148,25.35985,0.05425,0.04738,0.07999,25.31512,0.05427,2491.00000,2467.00000,24.00000
Cs2TiGaSe3Br3,1.36901,-1.63590,101.98016,30.00000,0.82283,0.41000,1.05416,0.31091,24.56411,0.05542,0.04826,0.09026,25.33549,0.05430,2492.00000,2534.00000,-42.00000
Rb2SnBiO3F3,2.11208,-2.36704,25.69071,30.00000,0.85000,0.54000,1.04536,0.53506,16.06343,0.05423,0.04095,0.08897,16.02521,0.05431,2493.00000,2463.00000,30.00000
Rb2FeSbS3I3,0.93669,-0.95080,19.04906,30.00000,0.85000,0.08000,1.00079,0.30817,15.34118,0.05424,0.03666,0.57648,15.24654,0.05433,2494.00000,2465.00000,29.00000
Cs2SnMnF3I3,1.52797,-2.06549,99.26094,30.00000,0.79879,1.32000,1.06103,0.38034,23.39275,0.05671,0.04906,0.07895,24.89534,0.05433,2494.00000,2618.00000,-124.00000
Cs2NbCuO3I3,1.44753,-1.84200,102.32870,30.00000,0.85000,0.78000,1.04714,0.38056,25.26025,0.05435,0.04745,0.07803,25.29642,0.05435,2496.00000,2472.00000,24.00000
Cs2ZrWS3Se3,1.52307,-1.39283,99.48851,30.00000,0.85000,0.03000,1.04278,0.34555,24.95115,0.05432,0.04724,0.07522,24.90511,0.05435,2496.00000,2469.00000,27.00000
K2MnBiSe6,0.90286,-0.95489,0.35560,30.00000,0.85000,0.00000,0.95423,0.35480,12.70965,0.05530,0.03405,0.50201,12.95590,0.05435,2496.00000,2525.00000,-29.00000
Cs2VMnS3I3,1.41675,-1.27337,102.59229,30.00000,0.83320,0.08000,1.05559,0.29332,24.84204,0.05507,0.04802,0.08139,25.35311,0.05436,2499.00000,2514.00000,-15.00000
K2SnNbO3F3,2.28610,-2.70953,0.21953,30.00000,0.85000,0.54000,1.04841,0.49077,13.02918,0.05434,0.03930,0.09845,13.01294,0.05436,2499.00000,2470.00000,29.00000
Cs2SnZnF3I3,1.54735,-2.03443,98.09097,30.00000,0.82571,1.32000,1.04062,0.40741,24.07484,0.05539,0.04794,0.07679,24.74816,0.05438,2501.00000,2532.00000,-31.00000
Cs2SnInO3I3,1.61505,-1.45558,94.67679,30.00000,0.85000,0.78000,1.02246,0.41389,24.22220,0.05449,0.04688,0.07545,24.26291,0.05439,2502.00000,2477.00000,25.00000
Cs2VZnSe3I3,1.10701,-1.21604,87.18092,30.00000,0.85000,0.11000,1.02828,0.30622,23.54031,0.05445,0.04574,0.76462,23.53844,0.05444,2503.00000,2473.00000,30.00000
Cs2TiFeS3I3,1.31229,-1.34850,102.83127,30.00000,0.85000,0.08000,1.04261,0.30941,25.32506,0.05448,0.04747,0.10948,25.32021,0.05448,2504.00000,2475.00000,29.00000
Rb2ZrMoO6,2.05794,-2.73992,34.09278,30.00000,0.85000,0.00000,1.07356,0.46786,17.04867,0.05424,0.04156,0.08686,16.96312,0.05449,2505.00000,2466.00000,39.00000
Cs2VFeS3I3,1.30965,-1.21738,102.48179,30.00000,0.83320,0.08000,1.05559,0.29332,24.81222,0.05518,0.04801,0.11273,25.27351,0.05452,2506.00000,2519.00000,-13.00000
Cs2TiMoSe6,1.21052,-1.32062,98.53415,30.00000,0.85000,0.00000,1.05895,0.30177,24.81950,0.05450,0.04703,0.24282,24.80525,0.05453,2507.00000,2478.00000,29.00000
Rb2SnCrO3S3,2.07832,-1.76953,31.78962,30.00000,0.85000,0.86000,1.03927,0.40278,16.67633,0.05446,0.04148,0.08807,16.61652,0.05453,2507.00000,2474.00000,33.00000
Cs2TaFeSe3Cl3,1.45766,-1.54257,103.09974,30.00000,0.83525,0.61000,1.05195,0.33905,24.77914,0.05519,0.04809,0.07868,25.21933,0.05454,2509.00000,2520.00000,-11.00000
Cs2CrWS3Se3,1.41346,-1.25064,104.14635,30.00000,0.85000,0.03000,1.06452,0.31806,25.36256,0.05458,0.04765,0.08096,25.33226,0.05454,2509.00000,2480.00000,29.00000
Cs2MnSbS3I3,1.16416,-1.10054,94.72616,30.00000,0.85000,0.08000,1.04360,0.30817,24.40763,0.05451,0.04663,0.41337,24.36826,0.05459,2511.00000,2479.00000,32.00000
Cs2GeVS3I3,1.38384,-1.19871,104.40649,30.00000,0.78248,0.08000,1.07934,0.26485,23.32405,0.05785,0.05016,0.09163,25.40853,0.05459,2511.00000,2684.00000,-173.00000
Cs2TiCrS3I3,1.45412,-1.42373,103.30550,30.00000,0.84685,0.08000,1.04856,0.30198,25.14597,0.05469,0.04771,0.07806,25.22366,0.05460,2513.00000,2484.00000,29.00000
Cs2TaCuS3I3,1.69121,-1.19183,88.50904,30.00000,0.85000,0.08000,1.01949,0.33911,23.35207,0.05462,0.04639,0.07688,23.36555,0.05462,2514.00000,2481.00000,33.00000
Cs2TaMnSe3Cl3,1.47590,-1.59604,103.21137,30.00000,0.83525,0.61000,1.05195,0.33905,24.72387,0.05531,0.04815,0.07797,25.19201,0.05465,2515.00000,2526.00000,-11.00000
Cs2GeCrS3I3,1.39338,-1.12772,104.25814,30.00000,0.81659,0.08000,1.06373,0.28342,24.35378,0.05611,0.04884,0.08652,25.33395,0.05465,2515.00000,2569.00000,-54.00000
Cs2MnInO3I3,1.51487,-1.57488,101.62237,30.00000,0.85000,0.78000,1.03158,0.40139,24.99299,0.05463,0.04753,0.07580,25.01511,0.05466,2517.00000,2482.00000,35.00000
Cs2CrWO3I3,1.63939,-1.59193,93.60560,30.00000,0.80320,0.78000,1.08085,0.33750,22.64093,0.05684,0.04850,0.07972,23.96795,0.05467,2518.00000,2627.00000,-109.00000
Cs2TaZnSe3Cl3,1.50768,-1.50353,101.94896,30.00000,0.85000,0.61000,1.03262,0.36412,25.02189,0.05463,0.04755,0.07592,24.97218,0.05471,2519.00000,2483.00000,36.00000
Cs2SnBiO3I3,1.72399,-1.38035,85.24437,30.00000,0.85000,0.78000,1.03056,0.40278,22.90063,0.05470,0.04612,0.07765,22.84944,0.05471,2519.00000,2485.00000,34.00000
Cs2TaCuS3Br3,1.49575,-1.36871,102.95511,30.00000,0.85000,0.38000,1.03399,0.36053,25.07970,0.05471,0.04765,0.07639,25.09295,0.05473,2521.00000,2486.00000,35.00000
Cs2TaFeS3Br3,1.46885,-1.46573,103.89207,30.00000,0.85000,0.38000,1.05127,0.33816,25.19655,0.05473,0.04772,0.07726,25.19040,0.05474,2522.00000,2487.00000,35.00000
Cs2VNbSe6,1.19050,-1.27252,98.52608,30.00000,0.84457,0.00000,1.06204,0.29798,24.50661,0.05500,0.04727,0.30859,24.67276,0.05474,2522.00000,2511.00000,11.00000
Cs2CrMoSe6,1.18690,-1.16888,98.07651,30.00000,0.85000,0.00000,1.05690,0.30429,24.64205,0.05473,0.04703,0.31947,24.61133,0.05476,2524.00000,2488.00000,36.00000
Cs2VTaS3Se3,1.33940,-1.32249,105.00250,30.00000,0.85000,0.03000,1.07197,0.30890,25.39485,0.05477,0.04776,0.09773,25.37269,0.05476,2524.00000,2495.00000,29.00000
Cs2TiInS3I3,1.60435,-1.39767,97.01493,30.00000,0.85000,0.08000,1.01294,0.34777,24.32539,0.05475,0.04717,0.07586,24.33049,0.05477,2526.00000,2491.00000,35.00000
Cs2GeMnCl3I3,1.24349,-1.41739,102.69721,30.00000,0.78917,0.50000,1.05964,0.29302,23.20128,0.05781,0.04979,0.18639,25.10978,0.05477,2526.00000,2682.00000,-156.00000
Cs2GeBiS3I3,1.69908,-1.00659,88.34594,30.00000,0.85000,0.08000,1.03479,0.31931,23.25008,0.05474,0.04642,0.07723,23.22581,0.05478,2528.00000,2490.00000,38.00000
Cs2CrAgO3I3,1.48528,-1.43704,103.54576,30.00000,0.85000,0.78000,1.00761,0.43472,25.13829,0.05476,0.04770,0.07671,25.12756,0.05479,2529.00000,2493.00000,36.00000
Cs2TiWS3Se3,1.45913,-1.38939,104.66325,30.00000,0.85000,0.03000,1.06664,0.31545,25.22032,0.05481,0.04780,0.07789,25.23978,0.05480,2530.00000,2497.00000,33.00000
Cs2MoMnSe6,1.18193,-1.09937,97.74914,30.00000,0.85000,0.00000,1.05079,0.31187,24.60081,0.05475,0.04700,0.33500,24.58534,0.05481,2531.00000,2492.00000,39.00000
Cs2ZrInS3I3,1.66034,-1.42440,92.59775,30.00000,0.85000,0.08000,0.99198,0.37624,23.75195,0.05482,0.04680,0.07669,23.75788,0.05482,2532.00000,2498.00000,34.00000
Rb2MoAgO3F3,2.06656,-2.34398,35.22155,30.00000,0.85000,0.54000,1.02323,0.56827,16.89200,0.05487,0.04188,0.08837,16.91125,0.05482,2532.00000,2500.00000,32.00000
Cs2MoWO3Se3,1.45468,-1.49066,104.74473,30.00000,0.79137,0.89000,1.10476,0.35207,23.46001,0.05760,0.04997,0.08294,25.18898,0.05483,2534.00000,2673.00000,-139.00000
Cs2MoSbSe3Cl3,1.44276,-1.22969,105.22089,30.00000,0.79861,0.61000,1.07202,0.31398,23.71963,0.05727,0.04974,0.08327,25.26341,0.05484,2535.00000,2656.00000,-121.00000
Cs2MnBiO3Br3,1.37930,-1.55926,106.24348,30.00000,0.85000,0.48000,1.05658,0.41815,25.39026,0.05491,0.04791,0.08680,25.39611,0.05486,2536.00000,2503.00000,33.00000
Cs2MnZnF3I3,1.37200,-2.06525,105.64151,30.00000,0.81389,1.32000,1.05019,0.39459,24.29295,0.05650,0.04913,0.09157,25.35321,0.05487,2537.00000,2597.00000,-60.00000
